id,college,team
11354,University of Miami,PHI
11355,University of Miami,TOR
11356,University of Miami,SAC
11357,University of Miami,TOT
11358,University of Miami,SAC
11359,University of Miami,TOT
11360,University of Miami,SAC
11361,University of Miami,SAC
11362,University of Miami,TOT
11363,University of Miami,CHI
11364,University of Miami,CHI
11365,University of Miami,MIL
11366,University of Miami,PHI
11367,University of Miami,PHI
11368,University of Miami,SAC
11369,University of Miami,PHI
11370,University of Miami,MIL
11371,University of Richmond,DET
11372,University of Richmond,SEA
11373,University of Minnesota,DAL
11374,University of Minnesota,MIA
11375,University of Minnesota,GSW
11376,University of Notre Dame,SAS
11377,University of Notre Dame,TOT
11378,University of Notre Dame,HOU
11379,University of Notre Dame,DET
11380,University of Notre Dame,TOT
11381,University of Notre Dame,PHO
11382,University of Notre Dame,SEA
11383,University of Notre Dame,TOT
11384,University of Notre Dame,BUF
11385,University of Notre Dame,BUF
11386,University of Notre Dame,SAS
11387,University of Notre Dame,TOT
11388,University of Notre Dame,DET
11389,University of Notre Dame,BUF
11390,Oklahoma State University,NYK
11391,Oklahoma State University,TOT
11392,Oklahoma State University,NYK
11393,Oklahoma State University,UTA
11394,Oklahoma State University,NYK
11395,Oklahoma State University,GSW
11396,Oklahoma State University,NYK
11397,Oklahoma State University,CHI
11398,Oklahoma State University,NYK
11399,Oklahoma State University,NYK
11400,Oklahoma State University,NYK
11401,Oklahoma State University,NYK
11402,Oklahoma State University,GSW
11403,Oklahoma State University,GSW
11404,Oklahoma State University,UTA
11405,University of Montana,SAS
11406,University of Montana,GSW
11407,University of Montana,MIL
11408,University of Montana,TOT
11409,University of Mississippi,HOU
11410,University of Minnesota,TOT
11411,University of Minnesota,TOT
11412,University of Minnesota,NJN
11413,University of Minnesota,BOS
11414,University of Minnesota,TOR
11415,University of Minnesota,ATL
11416,University of Minnesota,TOR
11417,University of Minnesota,MEM
11418,University of Minnesota,TOR
11419,University of Minnesota,MIN
11420,"University of Nevada, Las Vegas",LAL
11421,"University of Nevada, Las Vegas",SDR
11422,"University of Nevada, Las Vegas",PHI
11423,"University of Nevada, Las Vegas",TOT
11424,"University of Nevada, Las Vegas",SDR
11425,"University of Nevada, Las Vegas",SDR
11426,"University of Nevada, Las Vegas",LAL
11427,Seattle University,SEA
11428,Seattle University,LAL
11429,Seattle University,TOT
11430,Seattle University,DET
11431,Seattle University,CIN
11432,Seattle University,TOT
11433,Seattle University,LAL
11434,Seattle University,BAL
11435,Seattle University,BAL
11436,Seattle University,DET
11437,Seattle University,CIN
11438,Seattle University,SEA
11439,Seattle University,TOT
11440,Seattle University,STL
11441,Seattle University,TOT
11442,Seattle University,DET
11443,Seattle University,STL
11444,Seattle University,TOT
11445,Seattle University,BAL
11446,"University of California, Santa Barbara",PHI
11447,"University of California, Santa Barbara",ATL
11448,"University of California, Santa Barbara",ATL
11449,Phillips University,HOU
11450,"University of California, Los Angeles",TOT
11451,"University of California, Los Angeles",HOU
11452,"University of California, Los Angeles",ATL
11453,"University of California, Los Angeles",ATL
11454,University of Kentucky,WAS
11455,University of Kentucky,WAS
11456,University of Kentucky,WAS
11457,University of Kentucky,WAS
11458,University of Kentucky,WAS
11459,University of Kentucky,WAS
11460,University of Kentucky,WAS
11461,Syracuse University,TOR
11462,Syracuse University,DET
11463,Syracuse University,PHO
11464,Syracuse University,NYK
11465,Syracuse University,TOR
11466,Syracuse University,NYK
11467,Syracuse University,MIA
11468,St. John's University,CLE
11469,St. John's University,CLE
11470,St. John's University,CLE
11471,St. John's University,NYK
11472,St. John's University,CLE
11473,Virginia Polytechnic Institute and State University,PHO
11474,Virginia Polytechnic Institute and State University,PHO
11475,Virginia Polytechnic Institute and State University,LAL
11476,Virginia Polytechnic Institute and State University,PHO
11477,Virginia Polytechnic Institute and State University,ATL
11478,Virginia Polytechnic Institute and State University,ATL
11479,Virginia Polytechnic Institute and State University,ATL
11480,Louisiana State University,LAC
11481,Louisiana State University,IND
11482,Louisiana State University,WSB
11483,Louisiana State University,WSB
11484,Louisiana State University,WSB
11485,Louisiana State University,WSB
11486,Louisiana State University,WSB
11487,Louisiana State University,LAC
11488,New Mexico State University,TOT
11489,New Mexico State University,NYN
11490,New Mexico State University,IND
11491,New Mexico State University,NJN
11492,New Mexico State University,WSB
11493,New Mexico State University,IND
11494,New Mexico State University,NJN
11495,New Mexico State University,TOT
11496,New Mexico State University,WSB
11497,New Mexico State University,NJN
11498,New Mexico State University,TOT
11499,Stanford University,SFW
11500,Boston College,BAL
11501,Temple University,CHI
11502,Temple University,CHI
11503,University of Kentucky,CHZ
11504,University of Dayton,CLE
11505,University of Dayton,ATL
11506,University of Dayton,ATL
11507,University of Dayton,POR
11508,University of Dayton,IND
11509,University of Dayton,ATL
11510,University of Dayton,IND
11511,University of Dayton,POR
11512,University of Dayton,IND
11513,University of Dayton,TOT
11514,University of Dayton,CLE
11515,University of Dayton,IND
11516,Duke University,SAS
11517,Duke University,PHI
11518,Duke University,DET
11519,Duke University,PHI
11520,Duke University,PHI
11521,Duke University,PHI
11522,Duke University,PHI
11523,Duke University,SAS
11524,Duke University,SAS
11525,Providence College,HOU
11526,Providence College,NYK
11527,Providence College,TOT
11528,Providence College,TOT
11529,Providence College,SDR
11530,Providence College,DET
11531,Providence College,TOT
11532,Providence College,NYK
11533,Providence College,BAL
11534,Providence College,BAL
11535,Providence College,BAL
11536,Providence College,CLE
11537,Providence College,DET
11538,Providence College,NYK
11539,Providence College,LAL
11540,Providence College,LAL
11541,Providence College,DET
11542,University of Rhode Island,BOS
11543,University of Rhode Island,TOT
11544,University of Rhode Island,BLB
11545,Michigan State University,NYK
11546,Michigan State University,NYK
11547,Michigan State University,NYK
11548,Michigan State University,PHI
11549,Michigan State University,CIN
11550,Michigan State University,TOT
11551,Michigan State University,NYK
11552,Michigan State University,BAL
11553,Michigan State University,NYK
11554,Michigan State University,SDR
11555,Michigan State University,CIN
11556,Michigan State University,BAL
11557,Michigan State University,KCO
11558,Michigan State University,CIN
11559,Michigan State University,TOT
11560,Michigan State University,NYK
11561,Michigan State University,PHI
11562,Michigan State University,NYK
11563,"University of Nevada, Reno",PHO
11564,"University of Nevada, Reno",PHO
11565,"University of Nevada, Reno",PHO
11566,"University of Nevada, Reno",PHO
11567,University of Dayton,MNL
11568,University of Dayton,FTW
11569,University of Dayton,TOT
11570,"California State University, Los Angeles",BOS
11571,Canisius College,CIN
11572,Canisius College,BOS
11573,Canisius College,STL
11574,Canisius College,ROC
11575,Canisius College,STL
11576,Canisius College,STL
11577,University of Texas at Austin,TOT
11578,University of Texas at Austin,SAS
11579,University of Texas at Austin,SAS
11580,University of Texas at Austin,SAS
11581,University of Texas at Austin,SAS
11582,University of Texas at Austin,SAS
11583,University of Texas at Austin,NJN
11584,University of Texas at Austin,SAS
11585,University of Texas at Austin,SAS
11586,University of Texas at Austin,SAS
11587,University of Texas at Austin,SAS
11588,University of Mississippi,BUF
11589,University of Mississippi,LAL
11590,University of Mississippi,TOT
11591,University of Mississippi,IND
11592,University of Richmond,CHH
11593,University of Richmond,CHH
11594,University of Richmond,CHH
11595,University of Richmond,NJN
11596,University of Richmond,CLE
11597,University of Richmond,MIL
11598,University of Richmond,TOT
11599,University of Richmond,MIL
11600,University of Richmond,DEN
11601,University of Richmond,NYK
11602,University of Richmond,NJN
11603,University of Richmond,NJN
11604,University of Richmond,NYK
11605,University of Richmond,MIL
11606,University of Richmond,CLE
11607,University of Richmond,NYK
11608,University of Richmond,DAL
11609,University of Richmond,CHH
11610,Hamline University,WSC
11611,Hamline University,WSC
11612,Louisiana State University,MIL
11613,Louisiana State University,CHO
11614,Louisiana State University,MIL
11615,Louisiana State University,DEN
11616,Louisiana State University,TOT
11617,Beloit College,WAT
11618,Beloit College,STB
11619,Beloit College,TOT
11620,Bowling Green State University,PHW
11621,Bowling Green State University,TOT
11622,Bowling Green State University,WAT
11623,Bowling Green State University,MLH
11624,"University of California, Irvine",SAC
11625,"University of California, Irvine",CLE
11626,University of Tennessee at Chattanooga,ORL
11627,University of Tennessee at Chattanooga,ORL
11628,University of Tennessee at Chattanooga,TOT
11629,University of Tennessee at Chattanooga,DEN
11630,University of Tennessee at Chattanooga,DEN
11631,Georgia Institute of Technology,DET
11632,Georgia Institute of Technology,HOU
11633,Georgia Institute of Technology,TOT
11634,Georgia Institute of Technology,MIL
11635,Georgia Institute of Technology,DET
11636,Georgia Institute of Technology,SAC
11637,Georgia Institute of Technology,SAC
11638,Georgia Institute of Technology,DEN
11639,Georgia Institute of Technology,ATL
11640,Georgia Institute of Technology,HOU
11641,Georgia Institute of Technology,SAC
11642,Georgia Institute of Technology,LAL
11643,Georgia Institute of Technology,MIL
11644,Georgia Institute of Technology,GSW
11645,Georgia Institute of Technology,MIL
11646,Georgia Institute of Technology,ATL
11647,University of Washington,SAC
11648,University of Washington,MIL
11649,University of Washington,MIL
11650,Southern Methodist University,ATL
11651,Southern Methodist University,ATL
11652,Southern Methodist University,ATL
11653,Southern Methodist University,ATL
11654,Southern Methodist University,ATL
11655,Southern Methodist University,ATL
11656,Southern Methodist University,ATL
11657,Southern Methodist University,ATL
11658,Southern Methodist University,ORL
11659,Southern Methodist University,ATL
11660,Southern Methodist University,ATL
11661,University of Wisconsin,PHO
11662,University of Wisconsin,TOT
11663,University of Wisconsin,MEM
11664,University of Wisconsin,MEM
11665,University of Wisconsin,DET
11666,University of Wisconsin,MEM
11667,University of Wisconsin,CLE
11668,University of Wisconsin,MIL
11669,Indiana University,MIL
11670,Indiana University,MIL
11671,Indiana University,MIL
11672,Indiana University,SDR
11673,Indiana University,MIL
11674,Indiana University,CIN
11675,Indiana University,MIL
11676,Indiana University,MIL
11677,Indiana University,MIL
11678,Indiana University,CIN
11679,Indiana University,MIL
11680,University of Missouri,MIA
11681,University of Missouri,MIA
11682,University of Missouri,SAS
11683,University of Missouri,SAS
11684,University of Missouri,SEA
11685,University of Missouri,MIA
11686,University of Missouri,MIA
11687,University of Missouri,SEA
11688,University of Missouri,SAS
11689,New Mexico State University,DAL
11690,East Carolina University,ORL
11691,University of Houston,SAS
11692,University of Houston,SAS
11693,Syracuse University,MIN
11694,Syracuse University,POR
11695,Syracuse University,HOU
11696,Syracuse University,MIN
